Company_name,Field,Company_age,Ratings,Highly_rated_for,Critically_rated_for,Total_reviews,Avg_salary,Interviews_taken,Total_jobs_available,Total_benefits
Groz Engineering Tools,Industrial Machinery ,48,4.2,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,212,11000,10,2,30
Meghalaya Cements,Building Material ,21,3.9,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",212,914,14,1,27
STAR,Broadcasting ,30,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,211,18000,9,18,27
Arcesium,IT Services & Consulting ,9,3.8,"Job Security, Salary & Benefits, Company Culture","Work Life Balance, Work Satisfaction, Skill Development / Learning",211,24000,42,27,60
Nalco water,Waste Management ,96,4.1,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,210,968,12,9,33
Forbes & Company,Engineering & Construction ,259,4.1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,210,12000,9,8,25
Spectranet,Telecom ,24,3.8,Work Life Balance,Promotions / Appraisal,209,12000,10,1,23
Petrofac Engineering India,Petrochemicals ,21,4.1,Skill Development / Learning,Job Security,209,13000,7,49,19
Lobo Staffing Solutions,Recruitment ,21,4.2,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,208,11000,15,13,20
LKQ INDIA,IT Services & Consulting ,26,4.0,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",207,15000,17,5,27
Teachmint,EdTech ,4,3.4,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction",207,946,15,15,33
IMC,Ports & Shipping ,89,4.1,"Job Security, Work Life Balance",Promotions / Appraisal,207,13000,12,4,24
CES,IT Services & Consulting ,28,3.9,Work Life Balance,Promotions / Appraisal,207,2000,26,45,37
SMC,Medical Equipment ,36,3.9,"Job Security, Work Life Balance, Salary & Benefits","Promotions / Appraisal, Skill Development / Learning",206,16000,16,16,16
RWS Group,IT Services & Consulting ,68,3.9,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,206,15000,12,6,18
American Tower Corporation,Telecom ,29,3.9,"Company Culture, Work Life Balance",Promotions / Appraisal,205,12000,4,1,30
Anand Rathi: Online Stock Trading & Advisory,Financial Services ,30,4.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,205,2000,10,52,27
Kangaro Industries,Retail ,30,3.9,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,204,1000,12,6,18
SHV Energy,Oil & Gas ,28,3.8,"Company Culture, Job Security",Promotions / Appraisal,203,11000,10,14,30
PowerSchool India,EdTech ,17,3.8,"Job Security, Company Culture","Promotions / Appraisal, Work Satisfaction",203,21000,24,35,32
Aarti Steels,Iron & Steel ,45,3.9,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",202,1000,15,4,29
Silverskills,BPO ,23,3.8,Job Security,"Promotions / Appraisal, Skill Development / Learning",202,11000,14,19,23
Vashi Integrated Solutions Limited,Industrial Machinery ,46,4.0,"Skill Development / Learning, Company Culture, Job Security",Promotions / Appraisal,202,11000,10,20,26
UNICEF,Non-Profit ,78,3.9,"Salary & Benefits, Skill Development / Learning","Job Security, Promotions / Appraisal",201,627,16,5,25
Namaste India Foods,Food Processing ,10,4.0,Skill Development / Learning,Promotions / Appraisal,201,670,5,1,34
St. John's Medical College Hospital,Analytics & KPO ,20,4.1,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",201,642,3,5,18
TMF Group,Financial Services ,36,3.7,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,201,14000,10,13,23
Geo Chem Laboratories,Industrial Machinery ,60,4.0,"Skill Development / Learning, Job Security","Salary & Benefits, Promotions / Appraisal",201,772,7,7,13
Clifford Chance,Legal ,17,3.7,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",200,17000,11,1,36
RND Softech,BPO ,25,3.7,Job Security,"Salary & Benefits, Promotions / Appraisal, Company Culture",200,11000,17,1,16
Securens System,Law Enforcement & Security ,12,4.1,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",200,727,2,1,28
Malabar Group Of Companies,Jewellery ,31,3.8,"Job Security, Salary & Benefits, Skill Development / Learning",Promotions / Appraisal,200,11000,6,122,20
Fidelis Technology Services,IT Services & Consulting ,14,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",199,13000,8,1,13
PaySquare Consultancy,Recruitment ,24,4.1,"Job Security, Skill Development / Learning, Work Satisfaction","Salary & Benefits, Promotions / Appraisal",198,14000,7,6,16
Indian Institute of Science,Education & Training ,115,4.4,"Skill Development / Learning, Work Life Balance, Work Satisfaction",Promotions / Appraisal,198,12000,15,7,17
Lam Research,Semiconductors ,44,3.9,"Company Culture, Salary & Benefits","Promotions / Appraisal, Work Satisfaction",198,17000,26,8,29
Indifi Technologies,Financial Services ,9,3.8,Company Culture,Promotions / Appraisal,198,13000,9,86,16
Softtek,IT Services & Consulting ,42,3.9,"Company Culture, Work Life Balance",Promotions / Appraisal,197,18000,10,16,31
Hudson's Bay Company,Retail ,354,4.0,"Company Culture, Work Life Balance, Salary & Benefits","Job Security, Promotions / Appraisal",197,16000,14,14,29
GITAM University,Education & Training ,44,4.1,"Work Life Balance, Skill Development / Learning, Job Security",Promotions / Appraisal,197,930,14,9,20
AGI Glaspac,Packaging ,52,3.8,Job Security,"Company Culture, Promotions / Appraisal, Work Satisfaction",196,736,12,1,21
AGI Glaspac,Packaging ,52,3.8,Job Security,"Company Culture, Promotions / Appraisal, Work Satisfaction",196,736,12,1,21
Jodas Expoim,Pharma ,18,3.5,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",195,11000,19,2,17
Civica India,IT Services & Consulting ,23,4.1,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,194,14000,22,28,16
Motorola,Consumer Electronics & Appliances ,96,4.1,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,194,11000,13,55,11
Avalara Technologies,FinTech ,20,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,194,17000,18,113,26
Pinkerton,Law Enforcement & Security ,174,3.9,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",193,942,10,3,14
Zen3 Info Solutions,IT Services & Consulting ,2024,4.1,"Work Life Balance, Company Culture",Promotions / Appraisal,193,17000,9,22,26
Envestnet Asset Management,Financial Services ,25,4.0,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",191,17000,13,17,25
11:11 Systems,IT Services & Consulting ,56,4.0,"Work Life Balance, Company Culture, Salary & Benefits","Job Security, Promotions / Appraisal",191,16000,9,14,45
NGA HR,BPO ,55,4.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,190,33000,10,1,27
Konica Minolta,Industrial Machinery ,24,4.1,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,189,970,6,4,31
Intersoft Data Labs,IT Services & Consulting ,21,3.7,Work Life Balance,"Job Security, Skill Development / Learning, Promotions / Appraisal",189,16000,15,4,10
Kotak Mahindra General Insurance,Insurance ,9,3.8,Job Security,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",189,13000,12,23,7
Zee Learn,Education & Training ,8,3.8,Job Security,Promotions / Appraisal,188,932,8,1,35
Manipal University,Education & Training ,71,4.0,"Job Security, Work Life Balance",Promotions / Appraisal,187,1000,13,11,22
Bombay Dyeing,Fashion & Textile ,145,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",187,1000,5,3,30
Brink's,Logistics ,165,4.3,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,187,659,6,1,29
Niine,Beauty & Personal Care ,6,3.9,"Salary & Benefits, Company Culture, Skill Development / Learning",Job Security,186,646,9,7,18
Welspun Global Brands,Fashion & Textile ,24,3.8,Skill Development / Learning,"Promotions / Appraisal, Job Security, Work Satisfaction",186,886,6,4,23
Guiltfree Industries,FMCG ,8,3.7,Salary & Benefits,"Promotions / Appraisal, Job Security",186,789,14,56,16
Internshala,Internet ,14,4.0,"Work Life Balance, Company Culture, Work Satisfaction","Salary & Benefits, Promotions / Appraisal",185,563,37,27,19
American Express Global Business Travel,Travel & Tourism ,8,4.1,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,185,15000,7,23,26
Shopclues,Internet ,13,3.8,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits, Job Security",184,13000,3,8,24
Normet,Industrial Machinery ,62,3.9,Job Security,Promotions / Appraisal,184,948,13,7,32
Netenrich Technologies,Software Product ,20,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",183,19000,17,25,32
Kd Logistics,Logistics ,19,4.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,183,759,13,2,21
Aqualite India,Fashion & Textile ,16,3.8,Salary & Benefits,"Promotions / Appraisal, Job Security, Company Culture",183,752,11,24,9
Raksha TPA,Insurance ,22,4.0,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,182,867,5,15,13
Raksha TPA,Insurance ,22,4.0,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,182,867,5,15,13
Health & Glow,Beauty & Personal Care ,27,4.1,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,182,12000,9,3,19
ICRA Analytics,Analytics & KPO ,25,3.9,"Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",182,951,21,4,38
Tata Housing Development Company,Real Estate ,40,4.1,"Salary & Benefits, Work Life Balance, Company Culture",Promotions / Appraisal,181,1000,5,1,30
FOX Solutions,Industrial Machinery ,29,3.8,"Job Security, Skill Development / Learning",Work Life Balance,181,923,11,20,15
Shipco Transport,Logistics ,36,3.9,"Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",181,13000,16,2,21
SA Infrastructure Consultants,Engineering & Construction ,19,3.9,Work Life Balance,Promotions / Appraisal,180,716,10,10,20
Trivitron Healthcare,Medical Equipment ,27,3.7,Work Life Balance,"Promotions / Appraisal, Job Security",180,986,16,9,27
Beam Suntory,Beverage ,10,4.4,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,179,705,12,10,17
Vishay Components,Electronics Manufacturing ,62,4.2,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,178,791,8,3,23
Emerald Jewel Industry India,Jewellery ,40,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",178,12000,8,4,23
Trigyn Technologies,IT Services & Consulting ,38,3.7,Work Life Balance,"Promotions / Appraisal, Job Security",177,15000,15,23,16
IDMC,Industrial Machinery ,46,4.0,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",176,853,5,4,15
MAN Truck & Bus,Automobile ,266,3.8,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Skill Development / Learning",175,738,12,2,23
Dev Information Technology,IT Services & Consulting ,27,3.9,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,175,971,2,3,15
Integrated Wireless Solutions,Telecom ,20,4.1,Work Life Balance,"Promotions / Appraisal, Job Security",175,612,6,2,18
HDFC Credila Financial Services,Financial Services ,18,3.9,"Job Security, Salary & Benefits, Skill Development / Learning",Promotions / Appraisal,175,11000,13,6,18
Rucha Engineers,Industrial Machinery ,17,3.8,Skill Development / Learning,"Promotions / Appraisal, Job Security, Work Satisfaction",175,11000,13,1,20
LatentView Analytics,IT Services & Consulting ,18,3.8,"Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",174,22000,31,10,25
LatentView Analytics,IT Services & Consulting ,18,3.8,"Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",174,22000,31,10,25
Century Enka,Fashion & Textile ,59,4.1,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,174,797,8,3,21
National Institute for Smart Government,Management Consulting ,22,3.7,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Job Security",174,13000,18,119,16
Shaadi.com,Internet ,28,3.6,Salary & Benefits,Promotions / Appraisal,174,907,10,11,8
Faasos Food Services,Internet ,14,4.0,"Salary & Benefits, Company Culture",Work Satisfaction,173,617,1,5,18
Barmalt Malting,Food Processing ,57,3.9,Work Life Balance,"Promotions / Appraisal, Work Satisfaction",173,885,8,2,25
Jms Mining Services,Metals & Mining ,22,3.9,"Job Security, Salary & Benefits","Work Life Balance, Company Culture, Work Satisfaction",173,774,15,3,28
MBL Infrastructure Limited,Engineering & Construction ,29,3.9,Work Satisfaction,Job Security,172,561,7,18,41
Bright Life Care,Fitness & Wellness ,13,4.1,"Salary & Benefits, Work Life Balance","Job Security, Promotions / Appraisal",172,777,8,22,13
OnMobile Global,Telecom ,24,3.8,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",172,16000,7,5,24
MAN Energy Solutions,Industrial Machinery ,14,3.8,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",172,12000,12,2,34
Sopra Banking Software,IT Services & Consulting ,12,3.7,"Job Security, Work Life Balance","Skill Development / Learning, Promotions / Appraisal, Work Satisfaction",172,19000,16,8,46
Colourtex,Chemicals ,57,3.9,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,172,883,5,1,17
Avis,Internet ,78,4.0,"Company Culture, Job Security",Promotions / Appraisal,172,767,2,8,36
EPIQ Systems,IT Services & Consulting ,36,3.9,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,172,14000,7,38,33
Sai Service,Automobile ,39,4.1,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,171,11000,7,1,22
Sophos Technologies,Software Product ,39,3.9,Work Life Balance,Promotions / Appraisal,171,16000,12,10,27
Gap,Fashion & Textile ,28,3.7,"Work Life Balance, Salary & Benefits, Company Culture","Promotions / Appraisal, Job Security",170,19000,17,1,24
o9 Solutions,IT Services & Consulting ,15,3.9,"Company Culture, Job Security, Salary & Benefits",Work Life Balance,170,19000,27,13,26
Olympus,Healthcare ,14,4.0,"Job Security, Work Life Balance",Promotions / Appraisal,170,935,3,3,24
Marine Electricals,Electrical Equipment ,46,3.9,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Company Culture",170,11000,15,6,15
Avanse Financial Services,Financial Services ,12,4.1,"Job Security, Company Culture, Salary & Benefits",Promotions / Appraisal,169,12000,16,39,17
Unicorn Infosolutions,Retail ,22,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",169,818,9,1,10
Apmosys Technologies,IT Services & Consulting ,12,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",169,17000,19,3,13
Alf Engineering,Auto Components ,18,4.0,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,168,11000,13,1,17
Xylem Water Solutions,Waste Management ,13,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,168,14000,13,3,25
Snowman Logistics,Logistics ,28,4.1,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,168,842,3,14,14
Qualys,IT Services & Consulting ,25,3.7,Salary & Benefits,Company Culture,168,15000,10,14,9
Valmet,Oil & Gas ,86,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,168,893,7,10,24
Navneet Education,Printing & Publishing ,65,3.9,"Job Security, Work Life Balance","Promotions / Appraisal, Work Satisfaction, Salary & Benefits",167,948,7,12,22
Li & Fung,Electrical Equipment ,118,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,167,869,6,1,31
CPA Global,IT Services & Consulting ,55,4.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,166,14000,7,1,45
Exeltis,Pharma ,21,4.1,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,166,500,9,2,22
Malladi Drugs & Pharmaceuticals,Pharma ,44,4.1,"Job Security, Work Life Balance, Skill Development / Learning",Salary & Benefits,166,11000,13,4,27
Groww,Financial Services ,7,3.9,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,166,14000,24,82,14
International Travel House,Hospitality ,43,4.2,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,166,738,2,6,23
Thirumalai Chemicals,Chemicals ,51,4.0,"Skill Development / Learning, Job Security",Promotions / Appraisal,166,949,4,13,19
APOLLO POWER SYSTEMS,Electrical Equipment ,39,4.1,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,165,614,8,2,14
SEED Infotech,IT Services & Consulting ,30,3.6,"Work Life Balance, Job Security","Skill Development / Learning, Salary & Benefits, Promotions / Appraisal",165,626,7,6,11
Bombay Stock Exchange,Financial Services ,149,4.0,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",165,14000,6,5,15
Bombay Stock Exchange,Financial Services ,149,4.0,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",165,14000,6,5,15
APOLLO POWER SYSTEMS,Electrical Equipment ,39,4.1,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,165,614,8,2,14
Weatherford,Oil & Gas ,83,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,165,747,7,8,26
Indus Valley Partners,IT Services & Consulting ,24,3.4,Job Security,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning",165,18000,24,16,48
Ritu Kumar,Fashion & Textile ,55,3.9,Skill Development / Learning,Promotions / Appraisal,164,869,8,1,12
Bekaert Industries,Electrical Equipment ,144,4.2,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,164,852,7,20,20
6D Technologies,Telecom ,22,3.6,Job Security,"Work Life Balance, Work Satisfaction, Company Culture",164,19000,18,20,13
Bharti Foundation,Non-Profit ,24,4.2,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal,163,484,7,1,24
Patton International,Iron & Steel ,34,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",163,806,6,2,22
Paradise Food Court,Hospitality ,71,4.0,Salary & Benefits,Promotions / Appraisal,163,817,9,27,29
Xeam Ventures,Recruitment ,20,4.0,"Work Life Balance, Work Satisfaction","Job Security, Promotions / Appraisal",163,745,8,13,14
TAL Manufacturing Solutions,Industrial Machinery ,24,3.9,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",162,782,2,4,22
Metacube Software,IT Services & Consulting ,20,3.9,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,162,16000,13,2,25
Galpha Laboratories,Pharma ,38,4.0,Work Life Balance,Promotions / Appraisal,162,676,5,2,22
The Smart Cube,Management Consulting ,21,3.7,"Job Security, Company Culture, Work Life Balance","Salary & Benefits, Promotions / Appraisal, Work Satisfaction",161,18000,19,35,33
KNR Constructions,Engineering & Construction ,29,4.1,"Job Security, Skill Development / Learning",Promotions / Appraisal,161,744,3,7,20
Arkray Healthcare,Healthcare ,64,4.0,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",161,734,4,28,22
Dover India,Industrial Machinery ,21,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,161,17000,12,10,18
Ananth Technologies,Electronics Manufacturing ,32,3.9,"Job Security, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal",160,12000,9,2,23
Integra Micro Systems,Software Product ,42,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits",160,1000,6,1,10
Smith & Nephew Healthcare,Medical Equipment ,168,3.9,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,159,13000,5,9,26
Highbar Technocrat,IT Services & Consulting ,14,3.8,Skill Development / Learning,"Promotions / Appraisal, Work Life Balance",159,875,9,8,14
Kanoria Chemicals & Industries,Chemicals ,64,4.0,Job Security,"Salary & Benefits, Promotions / Appraisal",159,808,7,1,32
PIX Transmissions,Fashion & Textile ,43,4.0,"Salary & Benefits, Skill Development / Learning, Work Satisfaction",Job Security,158,820,6,2,25
Mangalam Cement,Building Material ,48,4.1,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal,158,721,9,12,20
Sun Direct TV,Broadcasting ,17,4.3,"Job Security, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",158,666,6,5,20
HEUBACH Colour,Chemicals ,30,3.9,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,158,842,7,3,20
EagleBurgmann,Industrial Machinery ,140,3.9,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",158,886,11,7,22
Savista Global Solutions,Analytics & KPO ,3,4.0,"Company Culture, Work Life Balance",Promotions / Appraisal,158,658,14,15,15
eMDs,IT Services & Consulting ,28,3.7,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction",158,820,15,8,21
Toshiba Software India,IT Services & Consulting ,22,3.7,Job Security,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",157,17000,12,4,24
Ahana Systems & Solutions,IT Services & Consulting ,17,3.8,"Skill Development / Learning, Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",156,890,5,22,21
Domino Printech,Printing & Publishing ,28,4.0,"Job Security, Salary & Benefits",Promotions / Appraisal,156,793,9,10,23
Fujitec,Electronics Manufacturing ,14,3.8,Job Security,"Promotions / Appraisal, Work Satisfaction, Company Culture",156,935,4,6,14
AABSyS IT,IT Services & Consulting ,26,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",156,762,3,3,22
CIMS Hospital,Healthcare ,14,3.9,"Company Culture, Work Life Balance, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal",155,569,5,3,16
CIMS Hospital,Healthcare ,14,3.9,"Company Culture, Work Life Balance, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal",155,569,5,3,16
Maral Overseas,Fashion & Textile ,33,3.6,"Job Security, Skill Development / Learning",Promotions / Appraisal,154,792,3,15,16
Quest Diagnostics,Clinical Research ,57,3.5,"Work Life Balance, Salary & Benefits","Job Security, Skill Development / Learning, Promotions / Appraisal",154,904,4,34,24
GKB RX Lens,Medical Equipment ,65,4.3,"Job Security, Work Satisfaction, Company Culture",Promotions / Appraisal,154,584,4,1,20
Futurense Technologies,IT Services & Consulting ,4,3.6,Skill Development / Learning,"Job Security, Promotions / Appraisal, Work Life Balance",154,498,20,5,33
Garware Hi-Tech Films,Chemicals / Agri Inputs ,91,4.1,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",154,884,5,2,16
Infineon Technologies,Semiconductors ,25,3.8,"Job Security, Work Life Balance",Promotions / Appraisal,154,16000,22,71,26
SYNCHRONIZED SUPPLY SYSTEMS,Logistics ,17,4.0,"Company Culture, Salary & Benefits, Work Life Balance",Job Security,153,728,8,2,20
Advantum Health,Healthcare ,28,3.8,Work Life Balance,Promotions / Appraisal,153,741,4,8,26
CIGNEX,IT Services & Consulting ,24,3.9,"Salary & Benefits, Work Life Balance",Job Security,153,14000,6,52,22
Indo Count Industries,Fashion & Textile ,36,4.1,"Job Security, Work Life Balance",Promotions / Appraisal,152,990,5,3,16
Timex Group India,Metals & Mining ,170,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal,152,842,3,3,25
EGIS,Power ,54,4.3,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,152,618,5,1,17
Tata Boeing Aerospace,Defence & Aerospace ,9,3.8,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Work Life Balance",152,11000,9,9,25
TATA MEDICAL CENTER,Healthcare ,20,3.9,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,151,511,6,11,25
Abellon Clean Energy,Other ,16,3.8,"Work Life Balance, Skill Development / Learning","Job Security, Salary & Benefits, Promotions / Appraisal",151,952,4,7,17
Don Bosco Tech Society,Non-Profit ,18,4.2,"Work Life Balance, Skill Development / Learning, Company Culture",Promotions / Appraisal,151,358,7,7,26
Videojet Technologies,Consumer Electronics & Appliances ,29,3.8,Salary & Benefits,"Promotions / Appraisal, Job Security, Work Satisfaction",151,701,5,9,24
Cloudstrats Technologies,IT Services & Consulting ,10,3.6,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",150,350,12,4,11
D'Decor Home Fabrics,Fashion & Textile ,25,3.9,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning",150,12000,11,7,13
Allergan,Healthcare ,11,3.9,"Company Culture, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,150,718,5,14,29
Matix Fertilisers & Chemicals,Chemicals ,15,3.9,"Salary & Benefits, Work Life Balance",Promotions / Appraisal,149,789,15,5,15
Dosti Realty,Real Estate ,44,4.0,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,148,815,10,5,18
Dosti Realty,Real Estate ,44,4.0,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,148,815,10,5,18
Pacific Cyber Technology,Electronics Manufacturing ,9,3.7,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",148,811,3,10,12
RAXA,Law Enforcement & Security ,19,4.2,"Job Security, Skill Development / Learning, Work Satisfaction",Promotions / Appraisal,148,413,3,1,24
AT&S,Semiconductors ,37,4.1,"Company Culture, Work Life Balance",Promotions / Appraisal,148,11000,6,129,13
Creamy foods,Food Processing ,33,3.8,Work Life Balance,"Job Security, Promotions / Appraisal",148,684,14,16,14
COMSTAR AUTOMOTIVE TECHNOLOGIES,Auto Components ,25,3.6,"Skill Development / Learning, Job Security",Work Life Balance,147,1000,6,3,32
IIT Delhi,Education & Training ,63,4.1,"Work Life Balance, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",147,921,11,3,17
Orchid Pharma,Pharma ,32,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",147,818,4,4,19
Red FM 93.5,Broadcasting ,22,4.0,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",147,765,4,3,17
Navitas Life Sciences,Clinical Research ,23,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",147,12000,8,12,15
Wellspring Healthcare,Healthcare ,14,3.7,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Company Culture",147,487,4,12,21
Sugam Parivahan,Logistics ,37,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",147,601,11,11,13
Jaslok Hospital and Research Centre,Healthcare ,51,4.2,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",146,700,7,1,18
Sutlej Textiles and Industries,Fashion & Textile ,19,3.9,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",146,812,3,2,14
MUFG Bank,Financial Services ,105,3.7,Work Life Balance,"Promotions / Appraisal, Job Security",146,13000,6,13,9
Praxis home Retail,Retail ,17,4.1,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,146,766,2,3,22
Vnr Seeds,Agriculture ,20,3.9,"Skill Development / Learning, Company Culture, Job Security","Salary & Benefits, Promotions / Appraisal",146,577,10,7,13
Izmo,IT Services & Consulting ,29,3.7,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",145,736,3,12,17
Marquardt,Auto Components ,28,4.0,"Work Life Balance, Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits",145,11000,10,18,25
Janatics India,Auto Components ,47,4.1,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal,145,995,9,9,18
Renewsys India,Power ,13,4.2,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,144,988,5,11,20
Renewsys India,Power ,13,4.2,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,144,988,5,11,20
Crest Data Systems,IT Services & Consulting ,11,3.5,Salary & Benefits,"Work Satisfaction, Skill Development / Learning, Job Security",144,12000,16,19,11
