Company_name,Field,Company_age,Ratings,Highly_rated_for,Critically_rated_for,Total_reviews,Avg_salary,Interviews_taken,Total_jobs_available,Total_benefits
Revolut,Internet ,9,2.9,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction",144,1000,22,6,5
Bilt Graphic Paper Products,Pulp & Paper ,17,3.8,Job Security,Promotions / Appraisal,144,694,7,40,15
Network Techlab,Hardware & Networking ,28,4.0,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",143,816,6,33,8
La Renon Healthcare,Pharma ,17,4.2,"Salary & Benefits, Job Security, Work Life Balance",Skill Development / Learning,143,555,7,2,18
Greytip Software,Software Product ,30,3.8,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal,143,932,11,23,17
Tangoe,IT Services & Consulting ,24,3.9,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",142,14000,5,1,26
Biesse Manufacturing,Architecture & Interior Design ,55,4.1,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,142,910,14,7,18
Droom,Internet ,10,3.7,Work Life Balance,Job Security,141,13000,15,42,35
NMIMS,Education & Training ,43,3.9,Work Life Balance,Promotions / Appraisal,141,981,15,12,13
Viacom18 Media,Media & Entertainment ,17,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",141,13000,10,48,22
Nippon Konpo,Logistics ,13,4.0,"Job Security, Work Life Balance",Promotions / Appraisal,141,517,4,3,11
Teletext Holidays,Travel & Tourism ,32,3.9,"Work Life Balance, Company Culture, Skill Development / Learning","Job Security, Promotions / Appraisal",141,12000,5,7,27
Sri Ramachandra University,Healthcare ,39,4.1,"Skill Development / Learning, Job Security, Work Satisfaction",Salary & Benefits,141,633,3,40,16
Beumer Group,Industrial Machinery ,89,4.0,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,141,805,10,5,14
Embio Limited mahad Raigad,Pharma ,38,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",140,836,2,2,14
J.M Baxi & Co,Ports & Shipping ,108,4.1,"Job Security, Work Life Balance",Promotions / Appraisal,140,866,7,6,27
InMobi,Marketing & Advertising ,17,3.8,Work Life Balance,"Promotions / Appraisal, Job Security",139,16000,18,13,21
Carwale,Internet ,19,3.6,Job Security,"Salary & Benefits, Promotions / Appraisal",139,1000,29,82,24
Coverfox,Insurance ,11,3.7,Company Culture,Job Security,139,900,1,16,16
Virtuoso,Industrial Automation ,8,3.9,"Job Security, Skill Development / Learning, Company Culture","Salary & Benefits, Promotions / Appraisal",139,673,12,15,2
Relyon Softech,Software Product ,23,4.1,"Job Security, Work Life Balance","Salary & Benefits, Promotions / Appraisal, Work Satisfaction",138,902,7,14,21
Asianet Satellite Communications,Internet ,31,3.9,Work Life Balance,Promotions / Appraisal,137,504,3,3,9
Kumar Organic Products,Chemicals ,33,3.8,Job Security,"Company Culture, Salary & Benefits",137,798,8,4,13
VISTRA INTERNATIONAL EXPANSION,Other ,32,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",137,821,8,3,21
RateGain,IT Services & Consulting ,20,4.0,"Company Culture, Work Life Balance",Promotions / Appraisal,137,12000,11,85,18
CDM Smith,Engineering & Construction ,77,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,137,626,5,3,14
Adfactors PR,Marketing & Advertising ,27,3.6,"Job Security, Skill Development / Learning","Promotions / Appraisal, Work Satisfaction, Salary & Benefits",137,13000,13,26,19
Givaudan,Beauty & Personal Care ,129,4.2,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,137,862,3,9,33
Tatvasoft,IT Services & Consulting ,23,3.8,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",136,11000,21,8,18
House Of Diagnostics,Healthcare ,16,4.1,"Work Satisfaction, Skill Development / Learning, Job Security",Promotions / Appraisal,136,530,3,2,26
Apex Hospital,Healthcare ,30,3.9,Skill Development / Learning,Promotions / Appraisal,136,746,6,5,16
Sulphur Mills,Agro Chemicals ,64,4.0,"Skill Development / Learning, Job Security",Salary & Benefits,136,820,7,2,23
Maharishi Markandeshwar University,Education & Training ,31,3.9,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",135,477,5,3,10
Suven Life Sciences,Pharma ,35,3.8,Skill Development / Learning,Company Culture,135,703,3,1,18
Eros Group,Real Estate ,57,4.2,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal,135,721,10,9,19
MTAR Technologies,Defence & Aerospace ,54,4.3,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,134,797,11,1,7
Malayala Manorama,Printing & Publishing ,136,3.9,"Company Culture, Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",134,891,4,27,14
Neverskip,Education & Training ,16,4.0,"Skill Development / Learning, Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",134,407,6,2,14
Axalta Coating Systems,Chemicals ,11,4.3,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,134,732,7,11,29
Visible Alpha Solutions,Analytics & KPO ,10,3.7,"Work Life Balance, Company Culture","Skill Development / Learning, Work Satisfaction, Promotions / Appraisal",133,12000,16,9,28
Rossari Biotech,Chemicals ,27,4.0,"Salary & Benefits, Company Culture",Promotions / Appraisal,133,851,6,3,18
Visible Alpha Solutions,Analytics & KPO ,10,3.7,"Work Life Balance, Company Culture","Skill Development / Learning, Work Satisfaction, Promotions / Appraisal",133,12000,16,9,28
ExcelSoft Technologies,IT Services & Consulting ,24,3.6,Job Security,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",133,13000,10,11,10
NSK,Industrial Machinery ,108,3.9,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,133,25000,6,4,25
NSK,Industrial Machinery ,108,3.9,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,133,25000,6,4,25
Epicor Software Corporation,IT Services & Consulting ,52,3.7,"Work Life Balance, Job Security","Skill Development / Learning, Promotions / Appraisal, Work Satisfaction",133,15000,11,19,25
Intuit,IT Services & Consulting ,19,3.8,"Salary & Benefits, Work Life Balance, Company Culture","Work Satisfaction, Promotions / Appraisal",133,21000,43,52,16
Ramraj Cotton,Fashion & Textile ,41,3.9,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",132,749,14,3,9
Durian Industries,Retail ,39,3.8,Job Security,Promotions / Appraisal,132,688,11,12,10
TEOCO Software,Software Product ,30,3.7,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",132,902,8,6,25
BillDesk,FinTech ,24,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",132,1000,3,14,13
Netcore Cloud Private Limited,IT Services & Consulting ,26,3.7,"Job Security, Company Culture","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",132,12000,14,31,15
Shankaranarayana Constructions,Engineering & Construction ,18,4.1,Salary & Benefits,Work Life Balance,132,628,12,5,17
Cosmos Impex,Industrial Machinery ,37,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,131,734,7,9,17
KreditBee,Internet ,6,3.6,Salary & Benefits,"Promotions / Appraisal, Job Security, Work Satisfaction",131,1000,12,46,10
Armstrong International,Financial Services ,124,4.0,"Company Culture, Skill Development / Learning, Job Security",Promotions / Appraisal,131,648,6,3,16
Prgx India,Accounting & Auditing ,14,3.7,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",131,11000,12,20,22
Kesari Tours,Travel & Tourism ,40,3.8,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal",131,846,4,5,21
Taal Tech India,IT Services & Consulting ,12,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",130,12000,12,23,17
InnoEye Technologies,IT Services & Consulting ,12,3.6,"Skill Development / Learning, Job Security","Work Life Balance, Company Culture, Work Satisfaction",129,883,3,4,11
Inditex,Fashion & Textile ,61,3.8,"Skill Development / Learning, Job Security",Promotions / Appraisal,129,487,3,4,29
Inditex,Fashion & Textile ,61,3.8,"Skill Development / Learning, Job Security",Promotions / Appraisal,129,487,3,4,29
Emami Frank Ross,Retail ,118,3.9,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",129,640,4,6,8
CTR Manufacturing Industries,Electronics Manufacturing ,60,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",129,808,7,13,10
Niit Foundation,Education & Training ,20,4.1,"Company Culture, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",129,530,6,1,22
Niit Foundation,Education & Training ,20,4.1,"Company Culture, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",129,530,6,1,22
CTR Manufacturing Industries,Electronics Manufacturing ,60,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",129,808,7,13,10
Emami Frank Ross,Retail ,118,3.9,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",129,640,4,6,8
WM Logistics,Logistics ,13,3.7,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",129,650,10,22,17
DMI,IT Services & Consulting ,22,3.9,Work Life Balance,"Job Security, Promotions / Appraisal",128,12000,14,12,7
Winjit Technologies,IT Services & Consulting ,20,4.0,"Job Security, Company Culture",Salary & Benefits,128,13000,20,49,13
Ksk Energy Ventures,Oil & Gas ,23,4.3,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,128,521,3,1,18
Axa Parenterals,Pharma ,19,4.0,"Job Security, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,128,646,10,2,17
Redington Gulf,IT Services & Consulting ,25,3.7,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits",128,881,8,6,16
Caliber Technologies,IT Services & Consulting ,23,3.8,Job Security,"Salary & Benefits, Promotions / Appraisal",127,13000,7,3,14
Maya Academy of Advanced Cinematics,Animation & VFX ,23,3.7,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Job Security",127,513,13,3,7
SHARON BIO MEDICINE,Pharma ,35,4.2,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",127,613,3,7,12
Automation Anywhere,Industrial Automation ,21,3.8,Salary & Benefits,"Job Security, Company Culture, Skill Development / Learning",127,17000,10,14,20
Thejo Engineering,Engineering & Construction ,50,3.9,Job Security,Promotions / Appraisal,126,710,12,3,17
ASSA ABLOY,Real Estate ,19,3.8,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",126,686,8,1,13
Eduvanz,FinTech ,8,3.7,Company Culture,"Promotions / Appraisal, Job Security",126,672,6,28,11
Prothious Engineering Services,Design ,19,3.3,Job Security,"Work Life Balance, Company Culture, Promotions / Appraisal",126,415,4,2,21
The Hindu Group,Printing & Publishing ,146,4.1,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,126,925,7,11,15
Lulu Hypermarket,Retail ,24,3.9,"Job Security, Skill Development / Learning",Promotions / Appraisal,126,469,11,10,16
Prudent Corporate Advisory Services,Investment Banking / Venture Capital / Private Equity ,24,4.1,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",126,539,4,13,10
J Pan Tubular Components,Industrial Machinery ,17,4.0,Skill Development / Learning,"Promotions / Appraisal, Job Security",125,502,6,7,12
Bewakoof,Fashion & Textile ,13,3.9,"Work Life Balance, Skill Development / Learning, Work Satisfaction","Promotions / Appraisal, Job Security",125,824,7,41,23
Bewakoof,Fashion & Textile ,13,3.9,"Work Life Balance, Skill Development / Learning, Work Satisfaction","Promotions / Appraisal, Job Security",125,824,7,41,23
SITA,IT Services & Consulting ,75,4.0,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,125,936,7,13,24
Steril Gene Life Sciences,Pharma ,17,3.9,"Job Security, Skill Development / Learning, Work Life Balance","Salary & Benefits, Promotions / Appraisal",124,730,3,1,14
Steril Gene Life Sciences,Pharma ,17,3.9,"Job Security, Skill Development / Learning, Work Life Balance","Salary & Benefits, Promotions / Appraisal",124,730,3,1,14
Bry-Air (Asia),Industrial Machinery ,43,4.0,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",124,694,5,6,15
Venus Home Appliances,Consumer Electronics & Appliances ,60,4.2,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,124,523,7,20,11
Gunnebo,Defence & Aerospace ,92,3.9,"Job Security, Work Life Balance",Promotions / Appraisal,123,744,4,1,16
Oswal Group,Fashion & Textile ,21,3.7,Skill Development / Learning,"Job Security, Promotions / Appraisal",123,559,6,2,3
Jotun Paints,Petrochemicals ,98,4.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,123,571,5,6,22
Aranca,Analytics & KPO ,21,3.6,Company Culture,"Promotions / Appraisal, Salary & Benefits",123,11000,3,99,23
Rexel,Industrial Automation ,10,3.9,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,123,774,4,2,18
Oswal Group,Fashion & Textile ,21,3.7,Skill Development / Learning,"Job Security, Promotions / Appraisal",123,559,6,2,3
Paranjape Schemes Construction,Real Estate ,94,3.9,"Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",123,796,7,1,19
Amrita Vishwa Vidyapeetham,Education & Training ,30,3.9,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,123,810,4,30,15
John Crane Sealing Systems India,Industrial Machinery ,12,3.8,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",123,852,12,7,18
Frost & Sullivan,Management Consulting ,63,3.6,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",122,11000,10,10,11
Annet Technologies,Software Product ,26,4.0,"Job Security, Work Life Balance, Company Culture",Salary & Benefits,122,827,6,1,14
Barco Electronic Systems,Consumer Electronics & Appliances ,90,4.3,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,122,931,6,2,12
ValueFirst Digital Media,Software Product ,21,3.8,"Company Culture, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",122,984,7,10,22
TransPerfect,Hardware & Networking ,32,4.0,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",121,880,10,9,10
Rishabh Instruments,Electronics Manufacturing ,39,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",121,700,5,2,15
Sun Mobility,Auto Components ,7,4.0,"Job Security, Work Life Balance",Promotions / Appraisal,121,885,10,11,20
Weir Minerals,Metals & Mining ,153,4.0,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",121,738,7,16,18
SEG Automotive,Auto Components ,6,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits",120,950,7,4,17
Indian School of Business,Analytics & KPO ,9,3.9,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",120,803,4,10,14
SEG Automotive,Auto Components ,6,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits",120,950,7,4,17
Krystal Integrated Services,Facility Management Services ,24,3.9,"Work Life Balance, Job Security",Promotions / Appraisal,120,623,3,30,10
Expeditors International,Logistics ,45,3.9,Job Security,Promotions / Appraisal,120,992,5,12,10
Agilysys Technologies India,IT Services & Consulting ,61,3.6,"Salary & Benefits, Job Security","Work Life Balance, Work Satisfaction, Company Culture",120,16000,18,18,20
ZestMoney,FinTech ,9,4.0,"Work Life Balance, Company Culture","Job Security, Promotions / Appraisal",119,799,10,5,17
Ojas Innovative Technologies,IT Services & Consulting ,13,3.7,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal, Job Security",119,13000,7,1,11
Brickwork Ratings,Financial Services ,17,3.7,Work Life Balance,Promotions / Appraisal,119,695,7,1,5
ZestMoney,FinTech ,9,4.0,"Work Life Balance, Company Culture","Job Security, Promotions / Appraisal",119,799,10,5,17
Amagi Media Labs,Software Product ,16,3.7,Salary & Benefits,"Promotions / Appraisal, Work Life Balance, Job Security",119,876,6,35,14
